edge_id,account_id,entity_type,entity_id,first_seen_at,last_seen_at,interaction_count,event_type
EDGE_00014474,ACC_003619,IP,IP_SOLO_001289,2026-06-28T03:34:50.518431+00:00,2026-09-25T03:34:50.518431+00:00,20,CHECKOUT
EDGE_00014475,ACC_003619,PAYMENT,CARD_SOLO_003128,2026-06-28T03:34:50.518431+00:00,2026-10-24T03:34:50.518431+00:00,26,CHECKOUT
EDGE_00014476,ACC_003619,ADDRESS,ADDR_SOLO_002226,2026-06-28T03:34:50.518431+00:00,2026-09-01T03:34:50.518431+00:00,9,CHECKOUT
EDGE_00014477,ACC_003620,DEVICE,DEV_STUDENT_002478,2027-01-11T18:38:40.237752+00:00,2027-03-17T18:38:40.237752+00:00,14,CHECKOUT
EDGE_00014478,ACC_003620,IP,IP_CAMPUS_NAT_001290,2027-01-11T18:38:40.237752+00:00,2027-04-05T18:38:40.237752+00:00,5,CHECKOUT
EDGE_00014479,ACC_003620,PAYMENT,CARD_STUDENT_003129,2027-01-11T18:38:40.237752+00:00,2027-03-21T18:38:40.237752+00:00,6,CHECKOUT
EDGE_00014480,ACC_003620,ADDRESS,ADDR_DORM_002227,2027-01-11T18:38:40.237752+00:00,2027-01-21T18:38:40.237752+00:00,15,CHECKOUT
EDGE_00014481,ACC_003621,DEVICE,DEV_STUDENT_002479,2027-06-01T19:28:00.902235+00:00,2027-07-14T19:28:00.902235+00:00,6,CHECKOUT
EDGE_00014482,ACC_003621,IP,IP_CAMPUS_NAT_001290,2027-06-01T19:28:00.902235+00:00,2027-06-13T19:28:00.902235+00:00,3,CHECKOUT
EDGE_00014483,ACC_003621,PAYMENT,CARD_STUDENT_003130,2027-06-01T19:28:00.902235+00:00,2027-08-12T19:28:00.902235+00:00,7,CHECKOUT
EDGE_00014484,ACC_003621,ADDRESS,ADDR_DORM_002228,2027-06-01T19:28:00.902235+00:00,2027-08-23T19:28:00.902235+00:00,17,CHECKOUT
EDGE_00014485,ACC_003622,DEVICE,DEV_STUDENT_002480,2026-08-30T10:15:24.807884+00:00,2026-10-28T10:15:24.807884+00:00,6,CHECKOUT
EDGE_00014486,ACC_003622,IP,IP_CAMPUS_NAT_001290,2026-08-30T10:15:24.807884+00:00,2026-09-26T10:15:24.807884+00:00,3,CHECKOUT
EDGE_00014487,ACC_003622,PAYMENT,CARD_STUDENT_003131,2026-08-30T10:15:24.807884+00:00,2026-11-24T10:15:24.807884+00:00,6,CHECKOUT
EDGE_00014488,ACC_003622,ADDRESS,ADDR_DORM_002229,2026-08-30T10:15:24.807884+00:00,2026-09-18T10:15:24.807884+00:00,7,CHECKOUT
EDGE_00014489,ACC_003623,DEVICE,DEV_STUDENT_002481,2027-05-04T09:33:11.416787+00:00,2027-08-01T09:33:11.416787+00:00,18,CHECKOUT
EDGE_00014490,ACC_003623,IP,IP_CAMPUS_NAT_001290,2027-05-04T09:33:11.416787+00:00,2027-07-10T09:33:11.416787+00:00,16,CHECKOUT
EDGE_00014491,ACC_003623,PAYMENT,CARD_STUDENT_003132,2027-05-04T09:33:11.416787+00:00,2027-06-04T09:33:11.416787+00:00,8,CHECKOUT
EDGE_00014492,ACC_003623,ADDRESS,ADDR_DORM_002230,2027-05-04T09:33:11.416787+00:00,2027-05-27T09:33:11.416787+00:00,4,CHECKOUT
EDGE_00014493,ACC_003624,DEVICE,DEV_STUDENT_002482,2027-01-14T10:52:12.279810+00:00,2027-03-14T10:52:12.279810+00:00,15,CHECKOUT
EDGE_00014494,ACC_003624,IP,IP_CAMPUS_NAT_001290,2027-01-14T10:52:12.279810+00:00,2027-02-15T10:52:12.279810+00:00,18,CHECKOUT
EDGE_00014495,ACC_003624,PAYMENT,CARD_STUDENT_003133,2027-01-14T10:52:12.279810+00:00,2027-04-13T10:52:12.279810+00:00,14,CHECKOUT
EDGE_00014496,ACC_003624,ADDRESS,ADDR_DORM_002231,2027-01-14T10:52:12.279810+00:00,2027-04-23T10:52:12.279810+00:00,8,CHECKOUT
EDGE_00014497,ACC_003625,DEVICE,DEV_STUDENT_002483,2027-03-25T03:11:19.952784+00:00,2027-04-06T03:11:19.952784+00:00,8,CHECKOUT
EDGE_00014498,ACC_003625,IP,IP_CAMPUS_NAT_001290,2027-03-25T03:11:19.952784+00:00,2027-04-20T03:11:19.952784+00:00,3,CHECKOUT
EDGE_00014499,ACC_003625,PAYMENT,CARD_STUDENT_003134,2027-03-25T03:11:19.952784+00:00,2027-06-13T03:11:19.952784+00:00,17,CHECKOUT
EDGE_00014500,ACC_003625,ADDRESS,ADDR_DORM_002232,2027-03-25T03:11:19.952784+00:00,2027-06-23T03:11:19.952784+00:00,17,CHECKOUT
EDGE_00014501,ACC_003626,DEVICE,DEV_STUDENT_002484,2027-04-29T08:06:20.647902+00:00,2027-06-25T08:06:20.647902+00:00,19,CHECKOUT
EDGE_00014502,ACC_003626,IP,IP_CAMPUS_NAT_001290,2027-04-29T08:06:20.647902+00:00,2027-07-29T08:06:20.647902+00:00,13,CHECKOUT
EDGE_00014503,ACC_003626,PAYMENT,CARD_STUDENT_003135,2027-04-29T08:06:20.647902+00:00,2027-05-18T08:06:20.647902+00:00,18,CHECKOUT
EDGE_00014504,ACC_003626,ADDRESS,ADDR_DORM_002233,2027-04-29T08:06:20.647902+00:00,2027-06-09T08:06:20.647902+00:00,7,CHECKOUT
EDGE_00014505,ACC_003627,DEVICE,DEV_STUDENT_002485,2027-03-22T11:22:24.213897+00:00,2027-05-23T11:22:24.213897+00:00,8,CHECKOUT
EDGE_00014506,ACC_003627,IP,IP_CAMPUS_NAT_001290,2027-03-22T11:22:24.213897+00:00,2027-04-29T11:22:24.213897+00:00,14,CHECKOUT
EDGE_00014507,ACC_003627,PAYMENT,CARD_STUDENT_003136,2027-03-22T11:22:24.213897+00:00,2027-06-03T11:22:24.213897+00:00,11,CHECKOUT
EDGE_00014508,ACC_003627,ADDRESS,ADDR_DORM_002234,2027-03-22T11:22:24.213897+00:00,2027-04-26T11:22:24.213897+00:00,5,CHECKOUT
EDGE_00014509,ACC_003628,DEVICE,DEV_STUDENT_002486,2027-06-04T07:56:19.663102+00:00,2027-08-07T07:56:19.663102+00:00,11,CHECKOUT
EDGE_00014510,ACC_003628,IP,IP_CAMPUS_NAT_001290,2027-06-04T07:56:19.663102+00:00,2027-07-06T07:56:19.663102+00:00,11,CHECKOUT
EDGE_00014511,ACC_003628,PAYMENT,CARD_STUDENT_003137,2027-06-04T07:56:19.663102+00:00,2027-08-25T07:56:19.663102+00:00,13,CHECKOUT
EDGE_00014512,ACC_003628,ADDRESS,ADDR_DORM_002235,2027-06-04T07:56:19.663102+00:00,2027-06-23T07:56:19.663102+00:00,15,CHECKOUT
EDGE_00014513,ACC_003629,DEVICE,DEV_STUDENT_002487,2026-09-09T05:15:52.528261+00:00,2026-11-03T05:15:52.528261+00:00,8,CHECKOUT
EDGE_00014514,ACC_003629,IP,IP_CAMPUS_NAT_001290,2026-09-09T05:15:52.528261+00:00,2026-11-24T05:15:52.528261+00:00,4,CHECKOUT
EDGE_00014515,ACC_003629,PAYMENT,CARD_STUDENT_003138,2026-09-09T05:15:52.528261+00:00,2026-09-30T05:15:52.528261+00:00,7,CHECKOUT
EDGE_00014516,ACC_003629,ADDRESS,ADDR_DORM_002236,2026-09-09T05:15:52.528261+00:00,2026-11-12T05:15:52.528261+00:00,17,CHECKOUT
EDGE_00014517,ACC_003630,DEVICE,DEV_STUDENT_002488,2027-01-25T21:36:27.851626+00:00,2027-03-12T21:36:27.851626+00:00,16,CHECKOUT
EDGE_00014518,ACC_003630,IP,IP_CAMPUS_NAT_001290,2027-01-25T21:36:27.851626+00:00,2027-03-01T21:36:27.851626+00:00,8,CHECKOUT
EDGE_00014519,ACC_003630,PAYMENT,CARD_STUDENT_003139,2027-01-25T21:36:27.851626+00:00,2027-02-08T21:36:27.851626+00:00,11,CHECKOUT
EDGE_00014520,ACC_003630,ADDRESS,ADDR_DORM_002237,2027-01-25T21:36:27.851626+00:00,2027-04-12T21:36:27.851626+00:00,19,CHECKOUT
EDGE_00014521,ACC_003631,DEVICE,DEV_STUDENT_002489,2026-09-05T17:55:50.711208+00:00,2026-09-29T17:55:50.711208+00:00,4,CHECKOUT
EDGE_00014522,ACC_003631,IP,IP_CAMPUS_NAT_001290,2026-09-05T17:55:50.711208+00:00,2026-10-18T17:55:50.711208+00:00,4,CHECKOUT
EDGE_00014523,ACC_003631,PAYMENT,CARD_STUDENT_003140,2026-09-05T17:55:50.711208+00:00,2026-11-09T17:55:50.711208+00:00,7,CHECKOUT
EDGE_00014524,ACC_003631,ADDRESS,ADDR_DORM_002238,2026-09-05T17:55:50.711208+00:00,2026-10-05T17:55:50.711208+00:00,4,CHECKOUT
EDGE_00014525,ACC_003632,DEVICE,DEV_STUDENT_002490,2027-01-21T07:31:20.620863+00:00,2027-04-25T07:31:20.620863+00:00,9,CHECKOUT
EDGE_00014526,ACC_003632,IP,IP_CAMPUS_NAT_001290,2027-01-21T07:31:20.620863+00:00,2027-02-15T07:31:20.620863+00:00,8,CHECKOUT
EDGE_00014527,ACC_003632,PAYMENT,CARD_STUDENT_003141,2027-01-21T07:31:20.620863+00:00,2027-04-20T07:31:20.620863+00:00,7,CHECKOUT
EDGE_00014528,ACC_003632,ADDRESS,ADDR_DORM_002239,2027-01-21T07:31:20.620863+00:00,2027-04-13T07:31:20.620863+00:00,16,CHECKOUT
EDGE_00014529,ACC_003633,DEVICE,DEV_STUDENT_002491,2026-11-17T11:53:07.219119+00:00,2027-02-23T11:53:07.219119+00:00,12,CHECKOUT
EDGE_00014530,ACC_003633,IP,IP_CAMPUS_NAT_001290,2026-11-17T11:53:07.219119+00:00,2027-01-05T11:53:07.219119+00:00,18,CHECKOUT
EDGE_00014531,ACC_003633,PAYMENT,CARD_STUDENT_003142,2026-11-17T11:53:07.219119+00:00,2026-12-17T11:53:07.219119+00:00,13,CHECKOUT
EDGE_00014532,ACC_003633,ADDRESS,ADDR_DORM_002240,2026-11-17T11:53:07.219119+00:00,2027-02-02T11:53:07.219119+00:00,3,CHECKOUT
EDGE_00014533,ACC_003634,DEVICE,DEV_STUDENT_002492,2027-01-06T04:01:44.410937+00:00,2027-02-13T04:01:44.410937+00:00,11,CHECKOUT
EDGE_00014534,ACC_003634,IP,IP_CAMPUS_NAT_001290,2027-01-06T04:01:44.410937+00:00,2027-04-15T04:01:44.410937+00:00,6,CHECKOUT
EDGE_00014535,ACC_003634,PAYMENT,CARD_STUDENT_003143,2027-01-06T04:01:44.410937+00:00,2027-03-31T04:01:44.410937+00:00,11,CHECKOUT
EDGE_00014536,ACC_003634,ADDRESS,ADDR_DORM_002241,2027-01-06T04:01:44.410937+00:00,2027-03-06T04:01:44.410937+00:00,8,CHECKOUT
EDGE_00014537,ACC_003635,DEVICE,DEV_STUDENT_002493,2026-09-13T02:29:06.143533+00:00,2026-10-05T02:29:06.143533+00:00,12,CHECKOUT
EDGE_00014538,ACC_003635,IP,IP_CAMPUS_NAT_001290,2026-09-13T02:29:06.143533+00:00,2026-10-06T02:29:06.143533+00:00,13,CHECKOUT
EDGE_00014539,ACC_003635,PAYMENT,CARD_STUDENT_003144,2026-09-13T02:29:06.143533+00:00,2026-11-27T02:29:06.143533+00:00,6,CHECKOUT
EDGE_00014540,ACC_003635,ADDRESS,ADDR_DORM_002242,2026-09-13T02:29:06.143533+00:00,2026-09-29T02:29:06.143533+00:00,4,CHECKOUT
EDGE_00014541,ACC_003636,DEVICE,DEV_STUDENT_002494,2026-11-12T11:12:20.136823+00:00,2026-11-26T11:12:20.136823+00:00,10,CHECKOUT
EDGE_00014542,ACC_003636,IP,IP_CAMPUS_NAT_001290,2026-11-12T11:12:20.136823+00:00,2026-12-20T11:12:20.136823+00:00,18,CHECKOUT
EDGE_00014543,ACC_003636,PAYMENT,CARD_STUDENT_003145,2026-11-12T11:12:20.136823+00:00,2027-02-16T11:12:20.136823+00:00,6,CHECKOUT
EDGE_00014544,ACC_003636,ADDRESS,ADDR_DORM_002243,2026-11-12T11:12:20.136823+00:00,2026-12-30T11:12:20.136823+00:00,10,CHECKOUT
EDGE_00014545,ACC_003637,DEVICE,DEV_STUDENT_002495,2027-06-21T03:37:28.963452+00:00,2027-08-24T03:37:28.963452+00:00,17,CHECKOUT
EDGE_00014546,ACC_003637,IP,IP_CAMPUS_NAT_001290,2027-06-21T03:37:28.963452+00:00,2027-09-07T03:37:28.963452+00:00,9,CHECKOUT
EDGE_00014547,ACC_003637,PAYMENT,CARD_STUDENT_003146,2027-06-21T03:37:28.963452+00:00,2027-08-28T03:37:28.963452+00:00,9,CHECKOUT
EDGE_00014548,ACC_003637,ADDRESS,ADDR_DORM_002244,2027-06-21T03:37:28.963452+00:00,2027-07-09T03:37:28.963452+00:00,3,CHECKOUT
EDGE_00014549,ACC_003638,DEVICE,DEV_STUDENT_002496,2027-04-28T05:55:02.531065+00:00,2027-07-28T05:55:02.531065+00:00,15,CHECKOUT
EDGE_00014550,ACC_003638,IP,IP_CAMPUS_NAT_001290,2027-04-28T05:55:02.531065+00:00,2027-07-09T05:55:02.531065+00:00,4,CHECKOUT
EDGE_00014551,ACC_003638,PAYMENT,CARD_STUDENT_003147,2027-04-28T05:55:02.531065+00:00,2027-05-21T05:55:02.531065+00:00,19,CHECKOUT
EDGE_00014552,ACC_003638,ADDRESS,ADDR_DORM_002245,2027-04-28T05:55:02.531065+00:00,2027-07-16T05:55:02.531065+00:00,7,CHECKOUT
EDGE_00014553,ACC_003639,DEVICE,DEV_STUDENT_002497,2026-11-02T11:17:00.900066+00:00,2027-01-19T11:17:00.900066+00:00,19,CHECKOUT
EDGE_00014554,ACC_003639,IP,IP_CAMPUS_NAT_001290,2026-11-02T11:17:00.900066+00:00,2026-11-20T11:17:00.900066+00:00,15,CHECKOUT
EDGE_00014555,ACC_003639,PAYMENT,CARD_STUDENT_003148,2026-11-02T11:17:00.900066+00:00,2026-12-08T11:17:00.900066+00:00,15,CHECKOUT
EDGE_00014556,ACC_003639,ADDRESS,ADDR_DORM_002246,2026-11-02T11:17:00.900066+00:00,2027-01-03T11:17:00.900066+00:00,17,CHECKOUT
EDGE_00014557,ACC_003640,DEVICE,DEV_STUDENT_002498,2027-02-27T03:13:06.003823+00:00,2027-05-24T03:13:06.003823+00:00,8,CHECKOUT
EDGE_00014558,ACC_003640,IP,IP_CAMPUS_NAT_001290,2027-02-27T03:13:06.003823+00:00,2027-04-02T03:13:06.003823+00:00,3,CHECKOUT
EDGE_00014559,ACC_003640,PAYMENT,CARD_STUDENT_003149,2027-02-27T03:13:06.003823+00:00,2027-03-22T03:13:06.003823+00:00,6,CHECKOUT
EDGE_00014560,ACC_003640,ADDRESS,ADDR_DORM_002247,2027-02-27T03:13:06.003823+00:00,2027-05-27T03:13:06.003823+00:00,12,CHECKOUT
EDGE_00014561,ACC_003641,DEVICE,DEV_STUDENT_002499,2027-02-01T21:39:53.714543+00:00,2027-03-03T21:39:53.714543+00:00,10,CHECKOUT
EDGE_00014562,ACC_003641,IP,IP_CAMPUS_NAT_001290,2027-02-01T21:39:53.714543+00:00,2027-02-12T21:39:53.714543+00:00,10,CHECKOUT
EDGE_00014563,ACC_003641,PAYMENT,CARD_STUDENT_003150,2027-02-01T21:39:53.714543+00:00,2027-04-24T21:39:53.714543+00:00,14,CHECKOUT
EDGE_00014564,ACC_003641,ADDRESS,ADDR_DORM_002248,2027-02-01T21:39:53.714543+00:00,2027-05-02T21:39:53.714543+00:00,8,CHECKOUT
EDGE_00014565,ACC_003642,DEVICE,DEV_STUDENT_002500,2027-03-10T20:28:17.228096+00:00,2027-04-09T20:28:17.228096+00:00,17,CHECKOUT
EDGE_00014566,ACC_003642,IP,IP_CAMPUS_NAT_001290,2027-03-10T20:28:17.228096+00:00,2027-04-21T20:28:17.228096+00:00,4,CHECKOUT
EDGE_00014567,ACC_003642,PAYMENT,CARD_STUDENT_003151,2027-03-10T20:28:17.228096+00:00,2027-05-26T20:28:17.228096+00:00,7,CHECKOUT
EDGE_00014568,ACC_003642,ADDRESS,ADDR_DORM_002249,2027-03-10T20:28:17.228096+00:00,2027-04-21T20:28:17.228096+00:00,6,CHECKOUT
EDGE_00014569,ACC_003643,DEVICE,DEV_STUDENT_002501,2027-06-13T20:37:26.593593+00:00,2027-08-22T20:37:26.593593+00:00,9,CHECKOUT
EDGE_00014570,ACC_003643,IP,IP_CAMPUS_NAT_001290,2027-06-13T20:37:26.593593+00:00,2027-09-19T20:37:26.593593+00:00,4,CHECKOUT
EDGE_00014571,ACC_003643,PAYMENT,CARD_STUDENT_003152,2027-06-13T20:37:26.593593+00:00,2027-08-13T20:37:26.593593+00:00,3,CHECKOUT
EDGE_00014572,ACC_003643,ADDRESS,ADDR_DORM_002250,2027-06-13T20:37:26.593593+00:00,2027-07-31T20:37:26.593593+00:00,11,CHECKOUT
EDGE_00014573,ACC_003644,DEVICE,DEV_STUDENT_002502,2027-03-25T20:18:49.440273+00:00,2027-05-28T20:18:49.440273+00:00,13,CHECKOUT
EDGE_00014574,ACC_003644,IP,IP_CAMPUS_NAT_001290,2027-03-25T20:18:49.440273+00:00,2027-06-21T20:18:49.440273+00:00,8,CHECKOUT
EDGE_00014575,ACC_003644,PAYMENT,CARD_STUDENT_003153,2027-03-25T20:18:49.440273+00:00,2027-05-06T20:18:49.440273+00:00,14,CHECKOUT
EDGE_00014576,ACC_003644,ADDRESS,ADDR_DORM_002251,2027-03-25T20:18:49.440273+00:00,2027-04-09T20:18:49.440273+00:00,12,CHECKOUT
EDGE_00014577,ACC_003645,DEVICE,DEV_STUDENT_002503,2027-01-06T18:15:49.259467+00:00,2027-01-28T18:15:49.259467+00:00,5,CHECKOUT
EDGE_00014578,ACC_003645,IP,IP_CAMPUS_NAT_001290,2027-01-06T18:15:49.259467+00:00,2027-02-03T18:15:49.259467+00:00,6,CHECKOUT
EDGE_00014579,ACC_003645,PAYMENT,CARD_STUDENT_003154,2027-01-06T18:15:49.259467+00:00,2027-03-13T18:15:49.259467+00:00,4,CHECKOUT
EDGE_00014580,ACC_003645,ADDRESS,ADDR_DORM_002252,2027-01-06T18:15:49.259467+00:00,2027-03-20T18:15:49.259467+00:00,9,CHECKOUT
EDGE_00014581,ACC_003646,DEVICE,DEV_STUDENT_002504,2026-07-10T13:37:07.748705+00:00,2026-08-28T13:37:07.748705+00:00,19,CHECKOUT
EDGE_00014582,ACC_003646,IP,IP_CAMPUS_NAT_001290,2026-07-10T13:37:07.748705+00:00,2026-09-26T13:37:07.748705+00:00,17,CHECKOUT
EDGE_00014583,ACC_003646,PAYMENT,CARD_STUDENT_003155,2026-07-10T13:37:07.748705+00:00,2026-07-24T13:37:07.748705+00:00,12,CHECKOUT
EDGE_00014584,ACC_003646,ADDRESS,ADDR_DORM_002253,2026-07-10T13:37:07.748705+00:00,2026-09-02T13:37:07.748705+00:00,6,CHECKOUT
EDGE_00014585,ACC_003647,DEVICE,DEV_STUDENT_002505,2026-06-29T15:20:21.061380+00:00,2026-09-30T15:20:21.061380+00:00,14,CHECKOUT
EDGE_00014586,ACC_003647,IP,IP_CAMPUS_NAT_001290,2026-06-29T15:20:21.061380+00:00,2026-08-14T15:20:21.061380+00:00,16,CHECKOUT
EDGE_00014587,ACC_003647,PAYMENT,CARD_STUDENT_003156,2026-06-29T15:20:21.061380+00:00,2026-08-01T15:20:21.061380+00:00,5,CHECKOUT
EDGE_00014588,ACC_003647,ADDRESS,ADDR_DORM_002254,2026-06-29T15:20:21.061380+00:00,2026-08-12T15:20:21.061380+00:00,10,CHECKOUT
EDGE_00014589,ACC_003648,DEVICE,DEV_STUDENT_002506,2027-03-16T11:52:40.683931+00:00,2027-04-04T11:52:40.683931+00:00,13,CHECKOUT
EDGE_00014590,ACC_003648,IP,IP_CAMPUS_NAT_001290,2027-03-16T11:52:40.683931+00:00,2027-06-20T11:52:40.683931+00:00,13,CHECKOUT
EDGE_00014591,ACC_003648,PAYMENT,CARD_STUDENT_003157,2027-03-16T11:52:40.683931+00:00,2027-04-18T11:52:40.683931+00:00,8,CHECKOUT
EDGE_00014592,ACC_003648,ADDRESS,ADDR_DORM_002255,2027-03-16T11:52:40.683931+00:00,2027-04-18T11:52:40.683931+00:00,12,CHECKOUT
EDGE_00014593,ACC_003649,DEVICE,DEV_STUDENT_002507,2026-09-02T10:15:12.141035+00:00,2026-11-05T10:15:12.141035+00:00,18,CHECKOUT
EDGE_00014594,ACC_003649,IP,IP_CAMPUS_NAT_001290,2026-09-02T10:15:12.141035+00:00,2026-12-10T10:15:12.141035+00:00,10,CHECKOUT
EDGE_00014595,ACC_003649,PAYMENT,CARD_STUDENT_003158,2026-09-02T10:15:12.141035+00:00,2026-09-14T10:15:12.141035+00:00,19,CHECKOUT
EDGE_00014596,ACC_003649,ADDRESS,ADDR_DORM_002256,2026-09-02T10:15:12.141035+00:00,2026-10-10T10:15:12.141035+00:00,7,CHECKOUT
EDGE_00014597,ACC_003650,DEVICE,DEV_STUDENT_002508,2026-09-03T10:44:51.685094+00:00,2026-10-19T10:44:51.685094+00:00,11,CHECKOUT
EDGE_00014598,ACC_003650,IP,IP_CAMPUS_NAT_001290,2026-09-03T10:44:51.685094+00:00,2026-10-31T10:44:51.685094+00:00,17,CHECKOUT
EDGE_00014599,ACC_003650,PAYMENT,CARD_STUDENT_003159,2026-09-03T10:44:51.685094+00:00,2026-09-24T10:44:51.685094+00:00,6,CHECKOUT
EDGE_00014600,ACC_003650,ADDRESS,ADDR_DORM_002257,2026-09-03T10:44:51.685094+00:00,2026-11-19T10:44:51.685094+00:00,17,CHECKOUT
EDGE_00014601,ACC_003651,DEVICE,DEV_STUDENT_002509,2027-04-25T11:14:53.405026+00:00,2027-07-01T11:14:53.405026+00:00,14,CHECKOUT
EDGE_00014602,ACC_003651,IP,IP_CAMPUS_NAT_001290,2027-04-25T11:14:53.405026+00:00,2027-06-19T11:14:53.405026+00:00,9,CHECKOUT
EDGE_00014603,ACC_003651,PAYMENT,CARD_STUDENT_003160,2027-04-25T11:14:53.405026+00:00,2027-07-16T11:14:53.405026+00:00,15,CHECKOUT
EDGE_00014604,ACC_003651,ADDRESS,ADDR_DORM_002258,2027-04-25T11:14:53.405026+00:00,2027-05-09T11:14:53.405026+00:00,13,CHECKOUT
EDGE_00014605,ACC_003652,DEVICE,DEV_STUDENT_002510,2027-05-28T08:57:24.467905+00:00,2027-07-22T08:57:24.467905+00:00,8,CHECKOUT
EDGE_00014606,ACC_003652,IP,IP_CAMPUS_NAT_001290,2027-05-28T08:57:24.467905+00:00,2027-08-01T08:57:24.467905+00:00,10,CHECKOUT
EDGE_00014607,ACC_003652,PAYMENT,CARD_STUDENT_003161,2027-05-28T08:57:24.467905+00:00,2027-06-24T08:57:24.467905+00:00,14,CHECKOUT
EDGE_00014608,ACC_003652,ADDRESS,ADDR_DORM_002259,2027-05-28T08:57:24.467905+00:00,2027-08-29T08:57:24.467905+00:00,15,CHECKOUT
EDGE_00014609,ACC_003653,DEVICE,DEV_STUDENT_002511,2026-08-23T07:35:09.914246+00:00,2026-09-08T07:35:09.914246+00:00,19,CHECKOUT
EDGE_00014610,ACC_003653,IP,IP_CAMPUS_NAT_001290,2026-08-23T07:35:09.914246+00:00,2026-09-08T07:35:09.914246+00:00,3,CHECKOUT
EDGE_00014611,ACC_003653,PAYMENT,CARD_STUDENT_003162,2026-08-23T07:35:09.914246+00:00,2026-09-08T07:35:09.914246+00:00,18,CHECKOUT
EDGE_00014612,ACC_003653,ADDRESS,ADDR_DORM_002260,2026-08-23T07:35:09.914246+00:00,2026-11-15T07:35:09.914246+00:00,4,CHECKOUT
EDGE_00014613,ACC_003654,DEVICE,DEV_STUDENT_002512,2027-01-15T12:44:05.199538+00:00,2027-03-27T12:44:05.199538+00:00,19,CHECKOUT
EDGE_00014614,ACC_003654,IP,IP_CAMPUS_NAT_001290,2027-01-15T12:44:05.199538+00:00,2027-04-21T12:44:05.199538+00:00,7,CHECKOUT
EDGE_00014615,ACC_003654,PAYMENT,CARD_STUDENT_003163,2027-01-15T12:44:05.199538+00:00,2027-03-09T12:44:05.199538+00:00,15,CHECKOUT
EDGE_00014616,ACC_003654,ADDRESS,ADDR_DORM_002261,2027-01-15T12:44:05.199538+00:00,2027-02-15T12:44:05.199538+00:00,12,CHECKOUT
EDGE_00014617,ACC_003655,DEVICE,DEV_STUDENT_002513,2027-02-14T06:14:42.634975+00:00,2027-04-12T06:14:42.634975+00:00,13,CHECKOUT
EDGE_00014618,ACC_003655,IP,IP_CAMPUS_NAT_001290,2027-02-14T06:14:42.634975+00:00,2027-04-09T06:14:42.634975+00:00,12,CHECKOUT
EDGE_00014619,ACC_003655,PAYMENT,CARD_STUDENT_003164,2027-02-14T06:14:42.634975+00:00,2027-04-12T06:14:42.634975+00:00,14,CHECKOUT
EDGE_00014620,ACC_003655,ADDRESS,ADDR_DORM_002262,2027-02-14T06:14:42.634975+00:00,2027-03-05T06:14:42.634975+00:00,12,CHECKOUT
EDGE_00014621,ACC_003656,DEVICE,DEV_STUDENT_002514,2026-12-07T05:38:33.390298+00:00,2027-01-27T05:38:33.390298+00:00,14,CHECKOUT
EDGE_00014622,ACC_003656,IP,IP_CAMPUS_NAT_001290,2026-12-07T05:38:33.390298+00:00,2027-01-12T05:38:33.390298+00:00,5,CHECKOUT
EDGE_00014623,ACC_003656,PAYMENT,CARD_STUDENT_003165,2026-12-07T05:38:33.390298+00:00,2027-02-03T05:38:33.390298+00:00,11,CHECKOUT
EDGE_00014624,ACC_003656,ADDRESS,ADDR_DORM_002263,2026-12-07T05:38:33.390298+00:00,2027-01-12T05:38:33.390298+00:00,18,CHECKOUT
EDGE_00014625,ACC_003657,DEVICE,DEV_STUDENT_002515,2027-03-04T08:23:33.491247+00:00,2027-04-27T08:23:33.491247+00:00,18,CHECKOUT
EDGE_00014626,ACC_003657,IP,IP_CAMPUS_NAT_001290,2027-03-04T08:23:33.491247+00:00,2027-05-25T08:23:33.491247+00:00,4,CHECKOUT
EDGE_00014627,ACC_003657,PAYMENT,CARD_STUDENT_003166,2027-03-04T08:23:33.491247+00:00,2027-05-02T08:23:33.491247+00:00,8,CHECKOUT
EDGE_00014628,ACC_003657,ADDRESS,ADDR_DORM_002264,2027-03-04T08:23:33.491247+00:00,2027-05-16T08:23:33.491247+00:00,11,CHECKOUT
EDGE_00014629,ACC_003658,DEVICE,DEV_STUDENT_002516,2027-06-12T01:42:22.452747+00:00,2027-08-19T01:42:22.452747+00:00,10,CHECKOUT
EDGE_00014630,ACC_003658,IP,IP_CAMPUS_NAT_001290,2027-06-12T01:42:22.452747+00:00,2027-07-07T01:42:22.452747+00:00,14,CHECKOUT
EDGE_00014631,ACC_003658,PAYMENT,CARD_STUDENT_003167,2027-06-12T01:42:22.452747+00:00,2027-08-19T01:42:22.452747+00:00,10,CHECKOUT
EDGE_00014632,ACC_003658,ADDRESS,ADDR_DORM_002265,2027-06-12T01:42:22.452747+00:00,2027-07-06T01:42:22.452747+00:00,3,CHECKOUT
EDGE_00014633,ACC_003659,DEVICE,DEV_STUDENT_002517,2026-10-06T02:06:47.833852+00:00,2026-12-02T02:06:47.833852+00:00,15,CHECKOUT
EDGE_00014634,ACC_003659,IP,IP_CAMPUS_NAT_001290,2026-10-06T02:06:47.833852+00:00,2026-11-21T02:06:47.833852+00:00,7,CHECKOUT
EDGE_00014635,ACC_003659,PAYMENT,CARD_STUDENT_003168,2026-10-06T02:06:47.833852+00:00,2026-11-11T02:06:47.833852+00:00,3,CHECKOUT
EDGE_00014636,ACC_003659,ADDRESS,ADDR_DORM_002266,2026-10-06T02:06:47.833852+00:00,2026-12-11T02:06:47.833852+00:00,16,CHECKOUT
