merchant_id,scenario,baseline_tx_count,current_tx_count,baseline_fraud_count,current_fraud_count,baseline_fraud_rate,current_fraud_rate,baseline_device_count,current_device_count,baseline_suspicious_score,current_suspicious_score,fraud_spike_label,fraud_rate_delta,fraud_rate_ratio,volume_surge_ratio,device_concentration_ratio,suspicious_score_delta
MERCH_HIBAS_00467,high_stable_fraud,1746,79,273,13,0.1569,0.1696,1088,57,0.376,0.3838,0,0.0127,1.0809,1.0859,1.386,0.0078
MERCH_STD_00697,standard_stable,2022,86,24,1,0.0122,0.0099,1426,68,0.0377,0.0794,0,-0.0023,0.813,1.0208,1.2647,0.0417
MERCH_SPIKE_RUSH_00254,syndicate_bot_rush,1158,185,24,73,0.0209,0.3926,949,53,0.0666,0.9475,1,0.3717,18.7,3.8342,3.4906,0.8809
MERCH_NOISE_00005,low_volume_noise,51,3,1,0,0.0196,0.0,45,3,0.127,0.1256,0,-0.0196,0.0051,1.4118,1.0,-0.0014
MERCH_STD_00705,standard_stable,1754,80,25,1,0.0145,0.0167,1545,70,0.0561,0.0484,0,0.0022,1.1507,1.0946,1.1429,-0.0077
MERCH_STD_01158,standard_stable,2017,86,78,3,0.039,0.0325,1419,72,0.0337,0.0388,0,-0.0065,0.8338,1.0233,1.1944,0.0051
MERCH_STD_00966,standard_stable,926,31,16,1,0.0177,0.02,741,23,0.0209,0.0235,0,0.0023,1.1292,0.8035,1.3478,0.0026
MERCH_SPIKE_ATO_00240,targeted_ato_surge,892,103,16,34,0.0189,0.3337,713,44,0.0431,0.801,1,0.3148,17.5684,2.7713,2.3409,0.7579
MERCH_STD_00233,standard_stable,2698,125,56,3,0.0208,0.0214,2003,110,0.0474,0.0239,0,0.0006,1.0287,1.1119,1.1364,-0.0235
MERCH_STD_01322,standard_stable,514,22,7,0,0.0146,0.0163,363,16,0.0474,0.0456,0,0.0017,1.1156,1.0272,1.375,-0.0018
MERCH_FLASH_00476,flash_sale_high_vol,778,229,10,4,0.0131,0.0189,707,206,0.021,0.0759,0,0.0058,1.4394,7.0643,1.1117,0.0549
MERCH_STD_00691,standard_stable,609,24,13,0,0.0215,0.0193,445,19,0.0756,0.0395,0,-0.0022,0.8981,0.9458,1.2632,-0.0361
MERCH_STD_01344,standard_stable,874,39,24,1,0.0284,0.0254,662,30,0.0596,0.059,0,-0.003,0.8947,1.0709,1.3,-0.0006
MERCH_SPIKE_ATO_00035,targeted_ato_surge,415,33,6,12,0.0157,0.3604,332,14,0.1109,0.7833,1,0.3447,22.8165,1.9084,2.3571,0.6724
MERCH_STD_00975,standard_stable,3257,108,87,2,0.027,0.0227,2910,90,0.0802,0.0876,0,-0.0043,0.8413,0.7958,1.2,0.0074
MERCH_STD_00475,standard_stable,1913,80,64,3,0.0338,0.0405,1522,68,0.089,0.0412,0,0.0067,1.1976,1.0037,1.1765,-0.0478
MERCH_STD_01594,standard_stable,2970,131,67,3,0.0228,0.021,2335,101,0.0474,0.0588,0,-0.0018,0.9214,1.0586,1.297,0.0114
MERCH_ORG_00158,organic_growth,882,55,28,2,0.0325,0.0344,749,46,0.0757,0.0541,0,0.0019,1.0583,1.4966,1.1957,-0.0216
MERCH_STD_01054,standard_stable,2733,134,86,4,0.0316,0.0298,2459,110,0.0799,0.0452,0,-0.0018,0.9432,1.1767,1.2182,-0.0347
MERCH_STD_01002,standard_stable,574,27,17,1,0.0305,0.0281,513,23,0.0721,0.0592,0,-0.0024,0.9216,1.1289,1.1739,-0.0129
MERCH_HIBAS_00219,high_stable_fraud,1580,65,202,8,0.1279,0.1172,1040,46,0.3692,0.4051,0,-0.0107,0.9164,0.9873,1.413,0.0359
MERCH_STD_01487,standard_stable,3676,151,59,3,0.0162,0.0181,3208,113,0.0561,0.0422,0,0.0019,1.1166,0.9859,1.3363,-0.0139
MERCH_SPIKE_RUSH_00190,syndicate_bot_rush,1704,385,17,160,0.0103,0.4162,1397,131,0.087,0.8432,1,0.4059,40.0288,5.4225,2.9389,0.7562
MERCH_STD_00508,standard_stable,2813,135,83,3,0.0298,0.0243,2280,110,0.0443,0.1076,0,-0.0055,0.8161,1.1518,1.2273,0.0633
MERCH_STD_00283,standard_stable,519,21,13,0,0.0252,0.0236,389,16,0.05,0.117,0,-0.0016,0.9368,0.9711,1.3125,0.067
MERCH_FLASH_00268,flash_sale_high_vol,1795,524,50,5,0.0282,0.0088,1547,447,0.0758,0.1142,0,-0.0194,0.3145,7.0061,1.1723,0.0384
MERCH_HIBAS_00117,high_stable_fraud,1835,80,207,9,0.1129,0.1174,1125,59,0.2819,0.2933,0,0.0045,1.0398,1.0463,1.3559,0.0114
MERCH_STD_01058,standard_stable,2804,139,106,5,0.038,0.0359,2133,101,0.0933,0.0828,0,-0.0021,0.9449,1.1897,1.3762,-0.0105
MERCH_SPIKE_ATO_00167,targeted_ato_surge,388,34,11,12,0.0297,0.3605,310,11,0.0386,0.7866,1,0.3308,12.1007,2.1031,3.0909,0.748
MERCH_SPIKE_RUSH_00043,syndicate_bot_rush,721,207,22,105,0.0318,0.5077,591,63,0.0694,0.7669,1,0.4759,15.9185,6.8904,3.2857,0.6975
MERCH_FLASH_00273,flash_sale_high_vol,970,254,24,2,0.0255,0.0089,830,233,0.0436,0.0521,0,-0.0166,0.3516,6.2845,1.0901,0.0085
MERCH_NOISE_00066,low_volume_noise,40,2,0,0,0.0,0.0,36,2,0.1483,0.2238,0,0.0,1.0,1.2,1.0,0.0755
MERCH_SPIKE_RUSH_00385,syndicate_bot_rush,1374,283,21,153,0.016,0.5417,1126,86,0.078,0.9334,1,0.5257,33.6522,4.9432,3.2907,0.8554
MERCH_FLASH_00636,flash_sale_high_vol,1317,319,14,3,0.0113,0.0105,1179,271,0.0777,0.0916,0,-0.0008,0.9298,5.8132,1.1771,0.0139
MERCH_STD_00481,standard_stable,3082,110,88,3,0.0286,0.0252,2497,78,0.0793,0.104,0,-0.0034,0.8815,0.8566,1.4103,0.0247
MERCH_SPIKE_RUSH_00200,syndicate_bot_rush,1055,142,14,72,0.0134,0.5038,865,49,0.0202,0.8088,1,0.4904,37.3259,3.2303,2.898,0.7886
MERCH_NOISE_00162,low_volume_noise,84,1,0,0,0.0,0.0,75,1,0.0198,0.0201,0,0.0,1.0,0.2857,1.0,0.0003
MERCH_ORG_00119,organic_growth,1276,77,26,3,0.0205,0.0328,1084,65,0.0377,0.0702,0,0.0123,1.5971,1.4483,1.1846,0.0325
MERCH_SPIKE_RUSH_00133,syndicate_bot_rush,1370,314,34,160,0.0249,0.5088,1123,93,0.0337,0.8154,1,0.4839,20.356,5.5007,3.3763,0.7817
MERCH_FLASH_00321,flash_sale_high_vol,886,136,26,3,0.0295,0.0233,690,120,0.0607,0.0623,0,-0.0062,0.7905,3.684,1.1333,0.0016
MERCH_HIBAS_00018,high_stable_fraud,1119,47,139,6,0.1251,0.1275,788,29,0.2907,0.3974,0,0.0024,1.0192,1.008,1.6207,0.1067
MERCH_STD_00698,standard_stable,508,21,16,1,0.0318,0.0338,431,14,0.0816,0.0468,0,0.002,1.0627,0.9921,1.5,-0.0348
MERCH_FLASH_00509,flash_sale_high_vol,793,171,17,2,0.0221,0.0105,711,139,0.0623,0.0675,0,-0.0116,0.4775,5.1753,1.2302,0.0052
MERCH_STD_01205,standard_stable,1622,69,22,1,0.0137,0.0152,1341,51,0.0844,0.0414,0,0.0015,1.1087,1.021,1.3529,-0.043
MERCH_NOISE_00290,low_volume_noise,67,2,0,1,0.0,0.5,60,2,0.1397,0.2353,0,0.5,5001.0,0.7164,1.0,0.0956
MERCH_STD_00606,standard_stable,1410,55,29,1,0.0206,0.0202,988,44,0.0798,0.0375,0,-0.0004,0.9807,0.9362,1.25,-0.0423
MERCH_STD_00672,standard_stable,1791,81,18,1,0.0102,0.0122,1443,62,0.0514,0.0296,0,0.002,1.1942,1.0854,1.3065,-0.0218
MERCH_STD_01231,standard_stable,3221,137,116,6,0.0362,0.0428,2457,98,0.0616,0.0428,0,0.0066,1.1818,1.0208,1.398,-0.0188
MERCH_NOISE_00124,low_volume_noise,40,2,0,0,0.0,0.0,36,2,0.0525,0.0624,0,0.0,1.0,1.2,1.0,0.0099
MERCH_STD_00378,standard_stable,595,20,22,1,0.0378,0.0319,498,16,0.0255,0.1034,0,-0.0059,0.8443,0.8067,1.25,0.0779
MERCH_NOISE_00054,low_volume_noise,38,1,0,0,0.0,0.0,34,1,0.1092,0.0971,0,0.0,1.0,0.6316,1.0,-0.0121
MERCH_HIBAS_00373,high_stable_fraud,1264,52,193,8,0.1528,0.1515,776,32,0.25,0.3111,0,-0.0013,0.9915,0.9873,1.625,0.0611
MERCH_HIBAS_00171,high_stable_fraud,693,32,103,5,0.1489,0.1486,517,20,0.2846,0.3497,0,-0.0003,0.998,1.1082,1.6,0.0651
MERCH_FLASH_00343,flash_sale_high_vol,1696,296,30,3,0.018,0.0107,1446,277,0.0215,0.079,0,-0.0073,0.5967,4.1887,1.0686,0.0575
MERCH_SPIKE_RUSH_00171,syndicate_bot_rush,1032,340,22,88,0.0217,0.2575,846,123,0.0215,0.7476,1,0.2358,11.8165,7.907,2.7642,0.7261
MERCH_STD_01546,standard_stable,3341,139,78,3,0.0235,0.0222,2789,97,0.0899,0.0302,0,-0.0013,0.9449,0.9985,1.433,-0.0597
MERCH_FLASH_00429,flash_sale_high_vol,1538,355,42,6,0.0274,0.0163,1291,300,0.0643,0.0923,0,-0.0111,0.5964,5.5397,1.1833,0.028
MERCH_STD_00482,standard_stable,3084,121,117,5,0.0382,0.0378,2677,86,0.0215,0.0225,0,-0.0004,0.9896,0.9416,1.407,0.001
MERCH_STD_01403,standard_stable,1469,60,46,2,0.0317,0.0351,1199,53,0.0667,0.072,0,0.0034,1.1069,0.9803,1.1321,0.0053
MERCH_NOISE_00265,low_volume_noise,49,1,0,1,0.0,1.0,44,1,0.0444,0.2071,0,1.0,10001.0,0.4898,1.0,0.1627
MERCH_STD_01329,standard_stable,811,32,28,1,0.0353,0.0389,588,27,0.0366,0.0689,0,0.0036,1.1017,0.947,1.1852,0.0323
MERCH_STD_00690,standard_stable,2058,75,32,1,0.0156,0.0167,1603,56,0.0225,0.1046,0,0.0011,1.0701,0.8746,1.3393,0.0821
MERCH_FLASH_00428,flash_sale_high_vol,1403,425,36,7,0.0257,0.0175,1273,358,0.0357,0.0465,0,-0.0082,0.6822,7.2701,1.1872,0.0108
MERCH_STD_00765,standard_stable,542,20,16,0,0.0303,0.025,450,15,0.0841,0.1137,0,-0.0053,0.8257,0.8856,1.3333,0.0296
MERCH_NOISE_00053,low_volume_noise,94,4,1,0,0.0106,0.0,84,4,0.0421,0.156,0,-0.0106,0.0093,1.0213,1.0,0.1139
MERCH_STD_00583,standard_stable,1869,72,26,1,0.0142,0.0131,1405,57,0.0722,0.0709,0,-0.0011,0.9231,0.9246,1.2632,-0.0013
MERCH_SPIKE_RUSH_00308,syndicate_bot_rush,1565,433,24,113,0.0158,0.2611,1283,144,0.0854,0.8904,1,0.2453,16.4277,6.6403,3.0069,0.805
MERCH_FLASH_00396,flash_sale_high_vol,1143,326,32,6,0.0288,0.0184,955,306,0.0437,0.1111,0,-0.0104,0.6401,6.8451,1.0654,0.0674
MERCH_STD_00936,standard_stable,3333,121,118,4,0.0357,0.0299,2519,105,0.0725,0.1167,0,-0.0058,0.838,0.8713,1.1524,0.0442
MERCH_HIBAS_00310,high_stable_fraud,493,23,66,3,0.1342,0.1321,336,16,0.3395,0.3936,0,-0.0021,0.9844,1.1197,1.4375,0.0541
MERCH_FLASH_00098,flash_sale_high_vol,1905,367,52,8,0.0276,0.0215,1708,347,0.0685,0.0411,0,-0.0061,0.7798,4.6236,1.0576,-0.0274
MERCH_SPIKE_ATO_00217,targeted_ato_surge,749,106,24,37,0.0325,0.3521,599,51,0.0972,0.8958,1,0.3196,10.8037,3.3965,2.0784,0.7986
MERCH_STD_01264,standard_stable,3056,111,105,4,0.0344,0.0335,2217,99,0.025,0.0265,0,-0.0009,0.9739,0.8717,1.1212,0.0015
MERCH_STD_00391,standard_stable,3616,165,143,8,0.0396,0.0462,3077,135,0.0338,0.0743,0,0.0066,1.1662,1.0951,1.2222,0.0405
MERCH_FLASH_00022,flash_sale_high_vol,1603,436,47,10,0.0296,0.0236,1239,391,0.0319,0.0549,0,-0.006,0.798,6.5278,1.1151,0.023
MERCH_STD_01503,standard_stable,1804,81,51,2,0.0283,0.0288,1343,60,0.0281,0.0936,0,0.0005,1.0176,1.0776,1.35,0.0655
MERCH_STD_00909,standard_stable,2346,108,28,1,0.0123,0.0129,1910,87,0.0514,0.0455,0,0.0006,1.0484,1.1049,1.2414,-0.0059
MERCH_FLASH_00072,flash_sale_high_vol,2026,378,53,6,0.0264,0.0167,1720,352,0.0256,0.0605,0,-0.0097,0.634,4.4778,1.0739,0.0349
MERCH_STD_01449,standard_stable,788,37,7,0,0.0101,0.0118,649,26,0.0992,0.1176,0,0.0017,1.1667,1.1269,1.4231,0.0184
MERCH_HIBAS_00459,high_stable_fraud,1512,65,169,7,0.1118,0.1077,1102,50,0.2708,0.3429,0,-0.0041,0.9634,1.0317,1.3,0.0721
MERCH_STD_01278,standard_stable,1050,36,21,1,0.0209,0.025,847,28,0.0615,0.072,0,0.0041,1.1952,0.8229,1.2857,0.0105
MERCH_ORG_00112,organic_growth,1194,67,36,1,0.0305,0.0136,1014,56,0.04,0.0892,0,-0.0169,0.4477,1.3467,1.1964,0.0492
MERCH_SPIKE_RUSH_00070,syndicate_bot_rush,1768,454,40,227,0.0228,0.4998,1449,118,0.0674,0.663,1,0.477,21.8297,6.1629,3.8475,0.5956
MERCH_FLASH_00448,flash_sale_high_vol,1411,440,16,11,0.012,0.0239,1182,385,0.0581,0.0822,0,0.0119,1.9835,7.4841,1.1429,0.0241
MERCH_STD_01196,standard_stable,2065,90,50,3,0.0245,0.0284,1522,75,0.0372,0.1023,0,0.0039,1.1585,1.046,1.2,0.0651
MERCH_NOISE_00170,low_volume_noise,24,1,0,1,0.0,1.0,21,1,0.0898,0.2018,0,1.0,10001.0,1.0,1.0,0.112
MERCH_SPIKE_ATO_00102,targeted_ato_surge,501,48,14,15,0.0289,0.3187,400,17,0.0451,0.8312,1,0.2898,10.9931,2.2994,2.8235,0.7861
MERCH_SPIKE_RUSH_00038,syndicate_bot_rush,1019,271,31,133,0.0314,0.492,835,84,0.0996,0.7572,1,0.4606,15.6222,6.3827,3.2262,0.6576
MERCH_STD_00075,standard_stable,3298,121,62,2,0.0189,0.0162,2687,108,0.0761,0.0795,0,-0.0027,0.8579,0.8805,1.1204,0.0034
MERCH_HIBAS_00164,high_stable_fraud,1715,62,183,6,0.107,0.0991,1296,44,0.295,0.2776,0,-0.0079,0.9262,0.8676,1.4091,-0.0174
MERCH_STD_01515,standard_stable,2610,111,96,4,0.0368,0.0319,2273,98,0.028,0.0952,0,-0.0049,0.8672,1.0207,1.1327,0.0672
MERCH_STD_00903,standard_stable,1796,73,38,2,0.0213,0.0231,1327,64,0.0485,0.0619,0,0.0018,1.0841,0.9755,1.1406,0.0134
MERCH_HIBAS_00037,high_stable_fraud,1782,62,282,10,0.1585,0.1608,1274,39,0.3372,0.3117,0,0.0023,1.0145,0.835,1.5897,-0.0255
MERCH_STD_00372,standard_stable,2037,78,70,2,0.0347,0.0292,1630,65,0.0836,0.079,0,-0.0055,0.842,0.919,1.2,-0.0046
MERCH_HIBAS_00312,high_stable_fraud,1802,72,185,7,0.1031,0.0961,1209,51,0.3258,0.3334,0,-0.007,0.9322,0.9589,1.4118,0.0076
MERCH_STD_01435,standard_stable,2982,102,57,2,0.0194,0.0195,2257,77,0.0942,0.0353,0,0.0001,1.0051,0.8209,1.3247,-0.0589
MERCH_HIBAS_00302,high_stable_fraud,1726,74,229,10,0.1331,0.1415,1152,56,0.2676,0.277,0,0.0084,1.0631,1.029,1.3214,0.0094
MERCH_STD_01107,standard_stable,2590,96,83,3,0.0323,0.0316,1986,76,0.056,0.0343,0,-0.0007,0.9784,0.8896,1.2632,-0.0217
MERCH_STD_00676,standard_stable,2166,76,44,2,0.0207,0.0236,1599,53,0.0658,0.0283,0,0.0029,1.1394,0.8421,1.434,-0.0375
MERCH_SPIKE_RUSH_00232,syndicate_bot_rush,1503,381,18,123,0.0124,0.3229,1232,124,0.0277,0.893,1,0.3105,25.84,6.0838,3.0726,0.8653
MERCH_STD_00812,standard_stable,2464,115,73,3,0.0298,0.0295,1986,90,0.0258,0.0987,0,-0.0003,0.99,1.1201,1.2778,0.0729
MERCH_FLASH_00570,flash_sale_high_vol,2120,704,41,15,0.0197,0.0211,1658,637,0.0573,0.0908,0,0.0014,1.0707,7.9698,1.1052,0.0335
MERCH_SPIKE_RUSH_00017,syndicate_bot_rush,759,118,22,42,0.0302,0.3534,622,39,0.067,0.7624,1,0.3232,11.6667,3.7312,3.0256,0.6954
MERCH_FLASH_00195,flash_sale_high_vol,820,161,12,2,0.015,0.0119,631,137,0.0492,0.071,0,-0.0031,0.7947,4.7122,1.1752,0.0218
MERCH_STD_00171,standard_stable,1334,63,35,1,0.0265,0.0219,1062,53,0.0798,0.1015,0,-0.0046,0.8271,1.1334,1.1887,0.0217
MERCH_SPIKE_ATO_00017,targeted_ato_surge,981,131,24,71,0.0253,0.5441,784,54,0.0932,0.712,1,0.5188,21.4252,3.2049,2.4259,0.6188
MERCH_FLASH_00281,flash_sale_high_vol,1034,288,27,6,0.0264,0.0203,950,271,0.0361,0.0431,0,-0.0061,0.7698,6.6847,1.0627,0.007
MERCH_STD_00985,standard_stable,3527,122,62,2,0.0176,0.0156,2742,106,0.0677,0.0268,0,-0.002,0.887,0.8302,1.1509,-0.0409
MERCH_STD_01428,standard_stable,1098,47,28,1,0.0261,0.0292,777,38,0.0769,0.1172,0,0.0031,1.1183,1.0273,1.2368,0.0403
MERCH_STD_00210,standard_stable,2421,97,78,3,0.0325,0.0303,1756,71,0.088,0.0646,0,-0.0022,0.9325,0.9616,1.3662,-0.0234
MERCH_STD_00986,standard_stable,1795,79,39,2,0.0222,0.0235,1453,69,0.0213,0.0974,0,0.0013,1.0583,1.0563,1.1449,0.0761
MERCH_SPIKE_RUSH_00192,syndicate_bot_rush,1354,313,35,73,0.0259,0.2337,1110,91,0.076,0.7903,1,0.2078,8.9923,5.548,3.4396,0.7143
MERCH_SPIKE_RUSH_00262,syndicate_bot_rush,1312,327,44,141,0.0339,0.4321,1075,82,0.0559,0.7304,1,0.3982,12.7118,5.9817,3.9878,0.6745
MERCH_HIBAS_00422,high_stable_fraud,1231,54,131,6,0.107,0.1169,872,35,0.3117,0.3467,0,0.0099,1.0924,1.0528,1.5429,0.035
MERCH_HIBAS_00414,high_stable_fraud,1696,66,270,10,0.1596,0.1474,1062,45,0.3707,0.327,0,-0.0122,0.9236,0.934,1.4667,-0.0437
MERCH_STD_00795,standard_stable,1619,66,51,2,0.0318,0.0325,1371,59,0.0663,0.1009,0,0.0007,1.0219,0.9784,1.1186,0.0346
MERCH_STD_01084,standard_stable,3491,154,48,2,0.014,0.0162,2667,108,0.0683,0.0638,0,0.0022,1.156,1.0587,1.4259,-0.0045
MERCH_STD_00021,standard_stable,3515,128,89,4,0.0256,0.0284,2925,99,0.0276,0.0947,0,0.0028,1.1089,0.874,1.2929,0.0671
MERCH_HIBAS_00075,high_stable_fraud,1712,75,208,9,0.1219,0.1187,1064,47,0.3242,0.2636,0,-0.0032,0.9738,1.0514,1.5957,-0.0606
MERCH_FLASH_00635,flash_sale_high_vol,1575,255,37,6,0.0237,0.0234,1279,217,0.0444,0.0917,0,-0.0003,0.9874,3.8857,1.1751,0.0473
MERCH_STD_00799,standard_stable,2557,106,30,1,0.012,0.0109,1956,77,0.0727,0.0727,0,-0.0011,0.9091,0.9949,1.3766,0.0
MERCH_FLASH_00482,flash_sale_high_vol,1978,578,24,14,0.0122,0.0237,1794,462,0.0333,0.0922,0,0.0115,1.935,7.0131,1.2511,0.0589
MERCH_SPIKE_RUSH_00124,syndicate_bot_rush,585,116,7,39,0.0136,0.3336,479,37,0.0573,0.7809,1,0.32,24.3577,4.759,3.1351,0.7236
MERCH_FLASH_00033,flash_sale_high_vol,2155,362,60,7,0.0283,0.0203,1691,331,0.062,0.0463,0,-0.008,0.7183,4.0316,1.0937,-0.0157
MERCH_STD_00492,standard_stable,1992,89,30,1,0.0154,0.0137,1630,69,0.0349,0.0338,0,-0.0017,0.8903,1.0723,1.2899,-0.0011
MERCH_STD_00753,standard_stable,2971,129,60,3,0.0205,0.0202,2660,103,0.0508,0.0595,0,-0.0003,0.9854,1.0421,1.2524,0.0087
MERCH_STD_01134,standard_stable,2676,113,91,4,0.0343,0.038,2098,90,0.0761,0.0768,0,0.0037,1.1076,1.0135,1.2556,0.0007
MERCH_HIBAS_00257,high_stable_fraud,727,24,107,3,0.1484,0.1375,515,14,0.2924,0.3186,0,-0.0109,0.9266,0.7923,1.7143,0.0262
MERCH_FLASH_00030,flash_sale_high_vol,1602,256,32,4,0.0202,0.0162,1216,236,0.0268,0.0495,0,-0.004,0.803,3.8352,1.0847,0.0227
MERCH_FLASH_00516,flash_sale_high_vol,1727,481,20,10,0.012,0.0211,1460,406,0.0632,0.0703,0,0.0091,1.7521,6.6844,1.1847,0.0071
MERCH_STD_01262,standard_stable,3184,125,71,2,0.0226,0.0194,2523,91,0.0615,0.1123,0,-0.0032,0.859,0.9422,1.3736,0.0508
MERCH_HIBAS_00266,high_stable_fraud,1467,71,150,7,0.1029,0.1047,1102,51,0.3275,0.3809,0,0.0018,1.0175,1.1616,1.3922,0.0534
MERCH_SPIKE_RUSH_00440,syndicate_bot_rush,1251,318,34,149,0.0275,0.4698,1025,112,0.0494,0.7103,1,0.4423,17.0254,6.1007,2.8393,0.6609
MERCH_STD_00336,standard_stable,2933,106,37,1,0.0127,0.0114,2283,89,0.0579,0.0771,0,-0.0013,0.8984,0.8674,1.191,0.0192
MERCH_STD_01195,standard_stable,2166,75,49,2,0.0227,0.021,1631,62,0.0343,0.0845,0,-0.0017,0.9254,0.831,1.2097,0.0502
MERCH_SPIKE_RUSH_00335,syndicate_bot_rush,1500,469,17,106,0.0119,0.2251,1230,163,0.0494,0.8828,1,0.2132,18.7667,7.504,2.8773,0.8334
MERCH_HIBAS_00167,high_stable_fraud,669,28,71,3,0.1075,0.1103,512,19,0.3956,0.3513,0,0.0028,1.026,1.0045,1.4737,-0.0443
MERCH_SPIKE_RUSH_00035,syndicate_bot_rush,1458,401,26,115,0.018,0.2877,1195,109,0.0626,0.9429,1,0.2697,15.9006,6.6008,3.6789,0.8803
MERCH_SPIKE_ATO_00096,targeted_ato_surge,1240,147,31,82,0.0251,0.5553,992,50,0.0945,0.7649,1,0.5302,22.0397,2.8452,2.94,0.6704
MERCH_ORG_00125,organic_growth,1376,85,26,2,0.0196,0.0267,1169,72,0.0794,0.0642,0,0.0071,1.3604,1.4826,1.1806,-0.0152
MERCH_NOISE_00216,low_volume_noise,73,1,1,0,0.0137,0.0,65,1,0.0872,0.1725,0,-0.0137,0.0072,0.3288,1.0,0.0853
MERCH_SPIKE_RUSH_00356,syndicate_bot_rush,1623,250,55,84,0.0342,0.3373,1330,99,0.0658,0.78,1,0.3031,9.8367,3.6969,2.5253,0.7142
MERCH_FLASH_00124,flash_sale_high_vol,1729,339,28,6,0.0165,0.0182,1590,290,0.0298,0.0542,0,0.0017,1.1024,4.7056,1.169,0.0244
MERCH_HIBAS_00225,high_stable_fraud,1519,70,168,8,0.1106,0.1207,1083,52,0.2782,0.4054,0,0.0101,1.0912,1.106,1.3462,0.1272
MERCH_ORG_00006,organic_growth,1036,56,34,2,0.033,0.0362,880,47,0.0796,0.0437,0,0.0032,1.0967,1.2973,1.1915,-0.0359
MERCH_STD_00815,standard_stable,3450,142,63,2,0.0183,0.0162,3026,109,0.0726,0.0589,0,-0.0021,0.8859,0.9878,1.3028,-0.0137
MERCH_SPIKE_ATO_00258,targeted_ato_surge,907,109,21,60,0.0232,0.5475,725,49,0.0495,0.5677,1,0.5243,23.5021,2.8842,2.2245,0.5182
MERCH_STD_01584,standard_stable,1586,78,37,2,0.0235,0.021,1334,54,0.0926,0.115,0,-0.0025,0.8941,1.1803,1.4444,0.0224
MERCH_STD_00497,standard_stable,954,44,14,1,0.015,0.018,712,38,0.0423,0.0848,0,0.003,1.1987,1.1069,1.1579,0.0425
MERCH_SPIKE_ATO_00276,targeted_ato_surge,458,57,9,14,0.021,0.252,366,25,0.1098,0.5657,1,0.231,11.9479,2.9869,2.28,0.4559
MERCH_STD_00140,standard_stable,752,30,21,1,0.0286,0.0326,639,25,0.0621,0.1197,0,0.004,1.1394,0.9574,1.2,0.0576
MERCH_STD_00510,standard_stable,3152,129,124,6,0.0394,0.0436,2525,113,0.0715,0.1084,0,0.0042,1.1063,0.9822,1.1416,0.0369
MERCH_STD_00058,standard_stable,1310,53,19,1,0.0152,0.0167,920,45,0.0885,0.0572,0,0.0015,1.098,0.971,1.1778,-0.0313
MERCH_HIBAS_00404,high_stable_fraud,1737,85,180,8,0.104,0.0937,1237,51,0.3022,0.3607,0,-0.0103,0.9011,1.1744,1.6667,0.0585
MERCH_STD_00657,standard_stable,2077,83,60,2,0.0291,0.0267,1509,74,0.0284,0.0729,0,-0.0024,0.9178,0.9591,1.1216,0.0445
MERCH_SPIKE_ATO_00317,targeted_ato_surge,1178,139,22,52,0.0193,0.3725,942,52,0.0547,0.7658,1,0.3532,19.2062,2.8319,2.6731,0.7111
MERCH_FLASH_00593,flash_sale_high_vol,796,154,17,2,0.0223,0.0133,726,137,0.0557,0.0876,0,-0.009,0.5982,4.6432,1.1241,0.0319
MERCH_HIBAS_00411,high_stable_fraud,481,19,57,2,0.1187,0.1071,327,13,0.3199,0.3719,0,-0.0116,0.9024,0.948,1.4615,0.052
MERCH_STD_00918,standard_stable,3195,138,51,2,0.016,0.0144,2721,112,0.0493,0.0283,0,-0.0016,0.9006,1.0366,1.2321,-0.021
MERCH_HIBAS_00442,high_stable_fraud,835,35,84,3,0.1012,0.0919,639,23,0.2616,0.3858,0,-0.0093,0.9082,1.006,1.5217,0.1242
MERCH_HIBAS_00112,high_stable_fraud,781,33,96,4,0.123,0.1129,491,22,0.2853,0.3936,0,-0.0101,0.918,1.0141,1.5,0.1083
MERCH_STD_00930,standard_stable,3281,139,69,4,0.0212,0.0253,2375,118,0.0467,0.0317,0,0.0041,1.1925,1.0168,1.178,-0.015
MERCH_STD_00055,standard_stable,1851,83,50,2,0.0272,0.0294,1535,68,0.0453,0.0987,0,0.0022,1.0806,1.0762,1.2206,0.0534
MERCH_FLASH_00583,flash_sale_high_vol,1394,323,21,4,0.0153,0.0121,1082,260,0.0603,0.1088,0,-0.0032,0.7922,5.561,1.2423,0.0485
MERCH_HIBAS_00372,high_stable_fraud,1427,52,190,7,0.1336,0.1305,1125,39,0.3611,0.3018,0,-0.0031,0.9768,0.8746,1.3333,-0.0593
MERCH_NOISE_00179,low_volume_noise,33,1,0,0,0.0,0.0,29,1,0.0954,0.0234,0,0.0,1.0,0.7273,1.0,-0.072
MERCH_SPIKE_RUSH_00360,syndicate_bot_rush,627,89,21,48,0.0338,0.5405,514,39,0.0649,0.7497,1,0.5067,15.9469,3.4067,2.2821,0.6848
MERCH_HIBAS_00327,high_stable_fraud,716,26,107,4,0.1504,0.1538,481,16,0.3474,0.3792,0,0.0034,1.0226,0.8715,1.625,0.0318
MERCH_HIBAS_00383,high_stable_fraud,1683,74,263,12,0.1566,0.1585,1108,53,0.2697,0.3208,0,0.0019,1.0121,1.0553,1.3962,0.0511
MERCH_STD_01066,standard_stable,3035,141,78,3,0.0258,0.0221,2564,101,0.0931,0.0837,0,-0.0037,0.8571,1.115,1.396,-0.0094
